DateTime,Junction,Vehicles,Hour,DayOfWeek,Month
2016-05-15 23:00:00,1,36,23,6,5
2016-05-16 00:00:00,1,30,0,0,5
2016-05-16 01:00:00,1,23,1,0,5
2016-05-16 02:00:00,1,21,2,0,5
2016-05-16 03:00:00,1,18,3,0,5
2016-05-16 04:00:00,1,20,4,0,5
2016-05-16 05:00:00,1,19,5,0,5
2016-05-16 06:00:00,1,19,6,0,5
2016-05-16 07:00:00,1,24,7,0,5
2016-05-16 08:00:00,1,24,8,0,5
2016-05-16 09:00:00,1,38,9,0,5
2016-05-16 10:00:00,1,51,10,0,5
2016-05-16 11:00:00,1,51,11,0,5
2016-05-16 12:00:00,1,57,12,0,5
2016-05-16 13:00:00,1,50,13,0,5
2016-05-16 14:00:00,1,50,14,0,5
2016-05-16 15:00:00,1,47,15,0,5
2016-05-16 16:00:00,1,49,16,0,5
2016-05-16 17:00:00,1,49,17,0,5
2016-05-16 18:00:00,1,50,18,0,5
2016-05-16 19:00:00,1,51,19,0,5
2016-05-16 20:00:00,1,50,20,0,5
2016-05-16 21:00:00,1,51,21,0,5
2016-05-16 22:00:00,1,48,22,0,5
2016-05-16 23:00:00,1,48,23,0,5
2016-05-17 00:00:00,1,36,0,1,5
2016-05-17 01:00:00,1,38,1,1,5
2016-05-17 02:00:00,1,29,2,1,5
2016-05-17 03:00:00,1,22,3,1,5
2016-05-17 04:00:00,1,19,4,1,5
2016-05-17 05:00:00,1,20,5,1,5
2016-05-17 06:00:00,1,20,6,1,5
2016-05-17 07:00:00,1,26,7,1,5
2016-05-17 08:00:00,1,31,8,1,5
2016-05-17 09:00:00,1,36,9,1,5
2016-05-17 10:00:00,1,44,10,1,5
2016-05-17 11:00:00,1,49,11,1,5
2016-05-17 12:00:00,1,54,12,1,5
2016-05-17 13:00:00,1,46,13,1,5
2016-05-17 14:00:00,1,51,14,1,5
2016-05-17 15:00:00,1,51,15,1,5
2016-05-17 16:00:00,1,46,16,1,5
2016-05-17 17:00:00,1,49,17,1,5
2016-05-17 18:00:00,1,50,18,1,5
2016-05-17 19:00:00,1,53,19,1,5
2016-05-17 20:00:00,1,47,20,1,5
2016-05-17 21:00:00,1,48,21,1,5
2016-05-17 22:00:00,1,43,22,1,5
2016-05-17 23:00:00,1,38,23,1,5
2016-05-18 00:00:00,1,38,0,2,5
2016-05-18 01:00:00,1,33,1,2,5
2016-05-18 02:00:00,1,32,2,2,5
2016-05-18 03:00:00,1,22,3,2,5
2016-05-18 04:00:00,1,20,4,2,5
2016-05-18 05:00:00,1,16,5,2,5
2016-05-18 06:00:00,1,20,6,2,5
2016-05-18 07:00:00,1,26,7,2,5
2016-05-18 08:00:00,1,25,8,2,5
2016-05-18 09:00:00,1,31,9,2,5
2016-05-18 10:00:00,1,42,10,2,5
2016-05-18 11:00:00,1,45,11,2,5
2016-05-18 12:00:00,1,48,12,2,5
2016-05-18 13:00:00,1,43,13,2,5
2016-05-18 14:00:00,1,47,14,2,5
2016-05-18 15:00:00,1,47,15,2,5
2016-05-18 16:00:00,1,42,16,2,5
2016-05-18 17:00:00,1,50,17,2,5
2016-05-18 18:00:00,1,43,18,2,5
2016-05-18 19:00:00,1,50,19,2,5
2016-05-18 20:00:00,1,46,20,2,5
2016-05-18 21:00:00,1,38,21,2,5
2016-05-18 22:00:00,1,37,22,2,5
2016-05-18 23:00:00,1,36,23,2,5
2016-05-19 00:00:00,1,33,0,3,5
2016-05-19 01:00:00,1,31,1,3,5
2016-05-19 02:00:00,1,24,2,3,5
2016-05-19 03:00:00,1,24,3,3,5
2016-05-19 04:00:00,1,18,4,3,5
2016-05-19 05:00:00,1,20,5,3,5
2016-05-19 06:00:00,1,18,6,3,5
2016-05-19 07:00:00,1,25,7,3,5
2016-05-19 08:00:00,1,24,8,3,5
2016-05-19 09:00:00,1,40,9,3,5
2016-05-19 10:00:00,1,56,10,3,5
2016-05-19 11:00:00,1,55,11,3,5
2016-05-19 12:00:00,1,56,12,3,5
2016-05-19 13:00:00,1,48,13,3,5
2016-05-19 14:00:00,1,54,14,3,5
2016-05-19 15:00:00,1,49,15,3,5
2016-05-19 16:00:00,1,50,16,3,5
2016-05-19 17:00:00,1,54,17,3,5
2016-05-19 18:00:00,1,59,18,3,5
2016-05-19 19:00:00,1,63,19,3,5
2016-05-19 20:00:00,1,57,20,3,5
2016-05-19 21:00:00,1,52,21,3,5
2016-05-19 22:00:00,1,50,22,3,5
2016-05-19 23:00:00,1,43,23,3,5
2016-05-20 00:00:00,1,44,0,4,5
2016-05-20 01:00:00,1,36,1,4,5
2016-05-20 02:00:00,1,33,2,4,5
2016-05-20 03:00:00,1,30,3,4,5
2016-05-20 04:00:00,1,24,4,4,5
2016-05-20 05:00:00,1,25,5,4,5
2016-05-20 06:00:00,1,29,6,4,5
2016-05-20 07:00:00,1,30,7,4,5
2016-05-20 08:00:00,1,35,8,4,5
2016-05-20 09:00:00,1,36,9,4,5
2016-05-20 10:00:00,1,47,10,4,5
2016-05-20 11:00:00,1,45,11,4,5
2016-05-20 12:00:00,1,48,12,4,5
2016-05-20 13:00:00,1,43,13,4,5
2016-05-20 14:00:00,1,44,14,4,5
2016-05-20 15:00:00,1,44,15,4,5
2016-05-20 16:00:00,1,40,16,4,5
2016-05-20 17:00:00,1,43,17,4,5
2016-05-20 18:00:00,1,46,18,4,5
2016-05-20 19:00:00,1,44,19,4,5
2016-05-20 20:00:00,1,47,20,4,5
2016-05-20 21:00:00,1,41,21,4,5
2016-05-20 22:00:00,1,37,22,4,5
2016-05-20 23:00:00,1,38,23,4,5
2016-05-21 00:00:00,1,35,0,5,5
2016-05-21 01:00:00,1,27,1,5,5
2016-05-21 02:00:00,1,23,2,5,5
2016-05-21 03:00:00,1,20,3,5,5
2016-05-21 04:00:00,1,18,4,5,5
2016-05-21 05:00:00,1,16,5,5,5
2016-05-21 06:00:00,1,16,6,5,5
2016-05-21 07:00:00,1,19,7,5,5
2016-05-21 08:00:00,1,21,8,5,5
2016-05-21 09:00:00,1,26,9,5,5
2016-05-21 10:00:00,1,31,10,5,5
2016-05-21 11:00:00,1,31,11,5,5
2016-05-21 12:00:00,1,30,12,5,5
2016-05-21 13:00:00,1,29,13,5,5
2016-05-21 14:00:00,1,25,14,5,5
2016-05-21 15:00:00,1,30,15,5,5
2016-05-21 16:00:00,1,27,16,5,5
2016-05-21 17:00:00,1,25,17,5,5
2016-05-21 18:00:00,1,28,18,5,5
2016-05-21 19:00:00,1,33,19,5,5
2016-05-21 20:00:00,1,33,20,5,5
2016-05-21 21:00:00,1,32,21,5,5
2016-05-21 22:00:00,1,36,22,5,5
2016-05-21 23:00:00,1,27,23,5,5
2016-05-22 00:00:00,1,28,0,6,5
2016-05-22 01:00:00,1,26,1,6,5
2016-05-22 02:00:00,1,16,2,6,5
2016-05-22 03:00:00,1,18,3,6,5
2016-05-22 04:00:00,1,13,4,6,5
2016-05-22 05:00:00,1,14,5,6,5
2016-05-22 06:00:00,1,15,6,6,5
2016-05-22 07:00:00,1,18,7,6,5
2016-05-22 08:00:00,1,17,8,6,5
2016-05-22 09:00:00,1,26,9,6,5
2016-05-22 10:00:00,1,27,10,6,5
2016-05-22 11:00:00,1,28,11,6,5
2016-05-22 12:00:00,1,28,12,6,5
2016-05-22 13:00:00,1,26,13,6,5
2016-05-22 14:00:00,1,27,14,6,5
2016-05-22 15:00:00,1,23,15,6,5
2016-05-22 16:00:00,1,24,16,6,5
2016-05-22 17:00:00,1,24,17,6,5
2016-05-22 18:00:00,1,29,18,6,5
2016-05-22 19:00:00,1,34,19,6,5
2016-05-22 20:00:00,1,36,20,6,5
2016-05-22 21:00:00,1,31,21,6,5
2016-05-22 22:00:00,1,27,22,6,5
2016-05-22 23:00:00,1,30,23,6,5
2016-05-23 00:00:00,1,27,0,0,5
2016-05-23 01:00:00,1,25,1,0,5
2016-05-23 02:00:00,1,19,2,0,5
2016-05-23 03:00:00,1,15,3,0,5
2016-05-23 04:00:00,1,15,4,0,5
2016-05-23 05:00:00,1,16,5,0,5
2016-05-23 06:00:00,1,20,6,0,5
2016-05-23 07:00:00,1,23,7,0,5
2016-05-23 08:00:00,1,24,8,0,5
2016-05-23 09:00:00,1,41,9,0,5
2016-05-23 10:00:00,1,61,10,0,5
2016-05-23 11:00:00,1,60,11,0,5
2016-05-23 12:00:00,1,61,12,0,5
2016-05-23 13:00:00,1,49,13,0,5
2016-05-23 14:00:00,1,54,14,0,5
2016-05-23 15:00:00,1,56,15,0,5
2016-05-23 16:00:00,1,54,16,0,5
2016-05-23 17:00:00,1,55,17,0,5
2016-05-23 18:00:00,1,53,18,0,5
2016-05-23 19:00:00,1,54,19,0,5
2016-05-23 20:00:00,1,52,20,0,5
2016-05-23 21:00:00,1,44,21,0,5
2016-05-23 22:00:00,1,45,22,0,5
2016-05-23 23:00:00,1,40,23,0,5
2016-05-24 00:00:00,1,40,0,1,5
2016-05-24 01:00:00,1,36,1,1,5
2016-05-24 02:00:00,1,29,2,1,5
2016-05-24 03:00:00,1,24,3,1,5
2016-05-24 04:00:00,1,22,4,1,5
2016-05-24 05:00:00,1,17,5,1,5
2016-05-24 06:00:00,1,22,6,1,5
2016-05-24 07:00:00,1,24,7,1,5
2016-05-24 08:00:00,1,29,8,1,5
2016-05-24 09:00:00,1,32,9,1,5
2016-05-24 10:00:00,1,47,10,1,5
2016-05-24 11:00:00,1,49,11,1,5
2016-05-24 12:00:00,1,55,12,1,5
2016-05-24 13:00:00,1,40,13,1,5
2016-05-24 14:00:00,1,53,14,1,5
2016-05-24 15:00:00,1,53,15,1,5
2016-05-24 16:00:00,1,50,16,1,5
2016-05-24 17:00:00,1,51,17,1,5
2016-05-24 18:00:00,1,58,18,1,5
2016-05-24 19:00:00,1,58,19,1,5
2016-05-24 20:00:00,1,51,20,1,5
2016-05-24 21:00:00,1,49,21,1,5
2016-05-24 22:00:00,1,48,22,1,5
2016-05-24 23:00:00,1,43,23,1,5
2016-05-25 00:00:00,1,42,0,2,5
2016-05-25 01:00:00,1,35,1,2,5
2016-05-25 02:00:00,1,27,2,2,5
2016-05-25 03:00:00,1,21,3,2,5
2016-05-25 04:00:00,1,19,4,2,5
2016-05-25 05:00:00,1,22,5,2,5
2016-05-25 06:00:00,1,21,6,2,5
2016-05-25 07:00:00,1,26,7,2,5
2016-05-25 08:00:00,1,31,8,2,5
2016-05-25 09:00:00,1,33,9,2,5
2016-05-25 10:00:00,1,40,10,2,5
2016-05-25 11:00:00,1,51,11,2,5
2016-05-25 12:00:00,1,52,12,2,5
2016-05-25 13:00:00,1,47,13,2,5
2016-05-25 14:00:00,1,51,14,2,5
2016-05-25 15:00:00,1,50,15,2,5
2016-05-25 16:00:00,1,48,16,2,5
2016-05-25 17:00:00,1,48,17,2,5
2016-05-25 18:00:00,1,48,18,2,5
2016-05-25 19:00:00,1,51,19,2,5
2016-05-25 20:00:00,1,48,20,2,5
2016-05-25 21:00:00,1,44,21,2,5
2016-05-25 22:00:00,1,40,22,2,5
2016-05-25 23:00:00,1,39,23,2,5
2016-05-26 00:00:00,1,36,0,3,5
2016-05-26 01:00:00,1,28,1,3,5
2016-05-26 02:00:00,1,26,2,3,5
2016-05-26 03:00:00,1,24,3,3,5
2016-05-26 04:00:00,1,14,4,3,5
2016-05-26 05:00:00,1,17,5,3,5
2016-05-26 06:00:00,1,20,6,3,5
2016-05-26 07:00:00,1,24,7,3,5
2016-05-26 08:00:00,1,27,8,3,5
2016-05-26 09:00:00,1,32,9,3,5
2016-05-26 10:00:00,1,42,10,3,5
2016-05-26 11:00:00,1,49,11,3,5
2016-05-26 12:00:00,1,48,12,3,5
2016-05-26 13:00:00,1,44,13,3,5
2016-05-26 14:00:00,1,47,14,3,5
2016-05-26 15:00:00,1,45,15,3,5
2016-05-26 16:00:00,1,45,16,3,5
2016-05-26 17:00:00,1,43,17,3,5
2016-05-26 18:00:00,1,45,18,3,5
2016-05-26 19:00:00,1,55,19,3,5
2016-05-26 20:00:00,1,67,20,3,5
2016-05-26 21:00:00,1,55,21,3,5
2016-05-26 22:00:00,1,49,22,3,5
2016-05-26 23:00:00,1,44,23,3,5
2016-05-27 00:00:00,1,37,0,4,5
2016-05-27 01:00:00,1,35,1,4,5
2016-05-27 02:00:00,1,28,2,4,5
2016-05-27 03:00:00,1,22,3,4,5
2016-05-27 04:00:00,1,17,4,4,5
2016-05-27 05:00:00,1,20,5,4,5
2016-05-27 06:00:00,1,21,6,4,5
2016-05-27 07:00:00,1,23,7,4,5
2016-05-27 08:00:00,1,29,8,4,5
2016-05-27 09:00:00,1,34,9,4,5
2016-05-27 10:00:00,1,47,10,4,5
2016-05-27 11:00:00,1,43,11,4,5
2016-05-27 12:00:00,1,49,12,4,5
2016-05-27 13:00:00,1,44,13,4,5
2016-05-27 14:00:00,1,48,14,4,5
2016-05-27 15:00:00,1,45,15,4,5
2016-05-27 16:00:00,1,43,16,4,5
2016-05-27 17:00:00,1,38,17,4,5
2016-05-27 18:00:00,1,43,18,4,5
2016-05-27 19:00:00,1,39,19,4,5
2016-05-27 20:00:00,1,39,20,4,5
2016-05-27 21:00:00,1,34,21,4,5
2016-05-27 22:00:00,1,35,22,4,5
2016-05-27 23:00:00,1,32,23,4,5
2016-05-28 00:00:00,1,31,0,5,5
2016-05-28 01:00:00,1,28,1,5,5
2016-05-28 02:00:00,1,19,2,5,5
2016-05-28 03:00:00,1,16,3,5,5
2016-05-28 04:00:00,1,16,4,5,5
2016-05-28 05:00:00,1,16,5,5,5
2016-05-28 06:00:00,1,15,6,5,5
2016-05-28 07:00:00,1,17,7,5,5
2016-05-28 08:00:00,1,20,8,5,5
2016-05-28 09:00:00,1,26,9,5,5
2016-05-28 10:00:00,1,28,10,5,5
2016-05-28 11:00:00,1,29,11,5,5
2016-05-28 12:00:00,1,36,12,5,5
2016-05-28 13:00:00,1,35,13,5,5
2016-05-28 14:00:00,1,41,14,5,5
2016-05-28 15:00:00,1,36,15,5,5
2016-05-28 16:00:00,1,33,16,5,5
2016-05-28 17:00:00,1,31,17,5,5
2016-05-28 18:00:00,1,30,18,5,5
2016-05-28 19:00:00,1,39,19,5,5
2016-05-28 20:00:00,1,47,20,5,5
2016-05-28 21:00:00,1,39,21,5,5
2016-05-28 22:00:00,1,39,22,5,5
2016-05-28 23:00:00,1,29,23,5,5
2016-05-29 00:00:00,1,27,0,6,5
2016-05-29 01:00:00,1,19,1,6,5
2016-05-29 02:00:00,1,21,2,6,5
2016-05-29 03:00:00,1,17,3,6,5
2016-05-29 04:00:00,1,15,4,6,5
2016-05-29 05:00:00,1,11,5,6,5
2016-05-29 06:00:00,1,16,6,6,5
2016-05-29 07:00:00,1,15,7,6,5
2016-05-29 08:00:00,1,20,8,6,5
2016-05-29 09:00:00,1,24,9,6,5
2016-05-29 10:00:00,1,33,10,6,5
2016-05-29 11:00:00,1,33,11,6,5
2016-05-29 12:00:00,1,35,12,6,5
2016-05-29 13:00:00,1,34,13,6,5
2016-05-29 14:00:00,1,34,14,6,5
2016-05-29 15:00:00,1,31,15,6,5
2016-05-29 16:00:00,1,32,16,6,5
2016-05-29 17:00:00,1,30,17,6,5
2016-05-29 18:00:00,1,36,18,6,5
2016-05-29 19:00:00,1,33,19,6,5
2016-05-29 20:00:00,1,33,20,6,5
2016-05-29 21:00:00,1,33,21,6,5
2016-05-29 22:00:00,1,33,22,6,5
2016-05-29 23:00:00,1,29,23,6,5
2016-05-30 00:00:00,1,28,0,0,5
2016-05-30 01:00:00,1,22,1,0,5
2016-05-30 02:00:00,1,19,2,0,5
2016-05-30 03:00:00,1,14,3,0,5
2016-05-30 04:00:00,1,12,4,0,5
2016-05-30 05:00:00,1,18,5,0,5
2016-05-30 06:00:00,1,16,6,0,5
2016-05-30 07:00:00,1,23,7,0,5
2016-05-30 08:00:00,1,27,8,0,5
2016-05-30 09:00:00,1,32,9,0,5
2016-05-30 10:00:00,1,57,10,0,5
2016-05-30 11:00:00,1,64,11,0,5
2016-05-30 12:00:00,1,62,12,0,5
2016-05-30 13:00:00,1,52,13,0,5
2016-05-30 14:00:00,1,57,14,0,5
2016-05-30 15:00:00,1,55,15,0,5
2016-05-30 16:00:00,1,50,16,0,5
2016-05-30 17:00:00,1,51,17,0,5
2016-05-30 18:00:00,1,49,18,0,5
2016-05-30 19:00:00,1,50,19,0,5
2016-05-30 20:00:00,1,50,20,0,5
2016-05-30 21:00:00,1,44,21,0,5
2016-05-30 22:00:00,1,39,22,0,5
2016-05-30 23:00:00,1,37,23,0,5
2016-05-31 00:00:00,1,33,0,1,5
2016-05-31 01:00:00,1,27,1,1,5
2016-05-31 02:00:00,1,27,2,1,5
2016-05-31 03:00:00,1,20,3,1,5
2016-05-31 04:00:00,1,18,4,1,5
2016-05-31 05:00:00,1,18,5,1,5
2016-05-31 06:00:00,1,20,6,1,5
2016-05-31 07:00:00,1,24,7,1,5
2016-05-31 08:00:00,1,22,8,1,5
2016-05-31 09:00:00,1,32,9,1,5
2016-05-31 10:00:00,1,47,10,1,5
2016-05-31 11:00:00,1,53,11,1,5
2016-05-31 12:00:00,1,54,12,1,5
2016-05-31 13:00:00,1,49,13,1,5
2016-05-31 14:00:00,1,50,14,1,5
2016-05-31 15:00:00,1,51,15,1,5
2016-05-31 16:00:00,1,51,16,1,5
2016-05-31 17:00:00,1,48,17,1,5
2016-05-31 18:00:00,1,48,18,1,5
2016-05-31 19:00:00,1,52,19,1,5
2016-05-31 20:00:00,1,51,20,1,5
2016-05-31 21:00:00,1,42,21,1,5
2016-05-31 22:00:00,1,46,22,1,5
2016-05-31 23:00:00,1,38,23,1,5
2016-06-01 00:00:00,1,37,0,2,6
2016-06-01 01:00:00,1,31,1,2,6
2016-06-01 02:00:00,1,25,2,2,6
2016-06-01 03:00:00,1,19,3,2,6
2016-06-01 04:00:00,1,21,4,2,6
2016-06-01 05:00:00,1,16,5,2,6
2016-06-01 06:00:00,1,19,6,2,6
2016-06-01 07:00:00,1,25,7,2,6
2016-06-01 08:00:00,1,27,8,2,6
2016-06-01 09:00:00,1,27,9,2,6
2016-06-01 10:00:00,1,38,10,2,6
2016-06-01 11:00:00,1,45,11,2,6
2016-06-01 12:00:00,1,52,12,2,6
2016-06-01 13:00:00,1,39,13,2,6
2016-06-01 14:00:00,1,45,14,2,6
2016-06-01 15:00:00,1,48,15,2,6
2016-06-01 16:00:00,1,44,16,2,6
2016-06-01 17:00:00,1,46,17,2,6
2016-06-01 18:00:00,1,47,18,2,6
2016-06-01 19:00:00,1,44,19,2,6
2016-06-01 20:00:00,1,45,20,2,6
2016-06-01 21:00:00,1,50,21,2,6
2016-06-01 22:00:00,1,48,22,2,6
2016-06-01 23:00:00,1,41,23,2,6
2016-06-02 00:00:00,1,36,0,3,6
2016-06-02 01:00:00,1,28,1,3,6
2016-06-02 02:00:00,1,27,2,3,6
2016-06-02 03:00:00,1,23,3,3,6
2016-06-02 04:00:00,1,18,4,3,6
2016-06-02 05:00:00,1,19,5,3,6
2016-06-02 06:00:00,1,21,6,3,6
2016-06-02 07:00:00,1,21,7,3,6
2016-06-02 08:00:00,1,24,8,3,6
2016-06-02 09:00:00,1,33,9,3,6
2016-06-02 10:00:00,1,55,10,3,6
2016-06-02 11:00:00,1,58,11,3,6
2016-06-02 12:00:00,1,56,12,3,6
2016-06-02 13:00:00,1,45,13,3,6
2016-06-02 14:00:00,1,53,14,3,6
2016-06-02 15:00:00,1,52,15,3,6
2016-06-02 16:00:00,1,48,16,3,6
2016-06-02 17:00:00,1,47,17,3,6
2016-06-02 18:00:00,1,52,18,3,6
2016-06-02 19:00:00,1,50,19,3,6
2016-06-02 20:00:00,1,48,20,3,6
2016-06-02 21:00:00,1,42,21,3,6
2016-06-02 22:00:00,1,40,22,3,6
2016-06-02 23:00:00,1,39,23,3,6
2016-06-03 00:00:00,1,35,0,4,6
2016-06-03 01:00:00,1,32,1,4,6
2016-06-03 02:00:00,1,28,2,4,6
2016-06-03 03:00:00,1,24,3,4,6
2016-06-03 04:00:00,1,17,4,4,6
2016-06-03 05:00:00,1,17,5,4,6
2016-06-03 06:00:00,1,18,6,4,6
2016-06-03 07:00:00,1,21,7,4,6
2016-06-03 08:00:00,1,26,8,4,6
2016-06-03 09:00:00,1,37,9,4,6
2016-06-03 10:00:00,1,48,10,4,6
2016-06-03 11:00:00,1,51,11,4,6
2016-06-03 12:00:00,1,52,12,4,6
2016-06-03 13:00:00,1,48,13,4,6
2016-06-03 14:00:00,1,47,14,4,6
2016-06-03 15:00:00,1,50,15,4,6
2016-06-03 16:00:00,1,46,16,4,6
2016-06-03 17:00:00,1,47,17,4,6
2016-06-03 18:00:00,1,43,18,4,6
2016-06-03 19:00:00,1,43,19,4,6
2016-06-03 20:00:00,1,43,20,4,6
2016-06-03 21:00:00,1,41,21,4,6
2016-06-03 22:00:00,1,38,22,4,6
2016-06-03 23:00:00,1,33,23,4,6
2016-06-04 00:00:00,1,31,0,5,6
2016-06-04 01:00:00,1,27,1,5,6
2016-06-04 02:00:00,1,25,2,5,6
2016-06-04 03:00:00,1,19,3,5,6
2016-06-04 04:00:00,1,14,4,5,6
2016-06-04 05:00:00,1,18,5,5,6
2016-06-04 06:00:00,1,17,6,5,6
2016-06-04 07:00:00,1,21,7,5,6
2016-06-04 08:00:00,1,21,8,5,6
2016-06-04 09:00:00,1,24,9,5,6
2016-06-04 10:00:00,1,29,10,5,6
2016-06-04 11:00:00,1,29,11,5,6
2016-06-04 12:00:00,1,28,12,5,6
2016-06-04 13:00:00,1,26,13,5,6
2016-06-04 14:00:00,1,32,14,5,6
2016-06-04 15:00:00,1,28,15,5,6
2016-06-04 16:00:00,1,25,16,5,6
2016-06-04 17:00:00,1,27,17,5,6
2016-06-04 18:00:00,1,32,18,5,6
2016-06-04 19:00:00,1,28,19,5,6
2016-06-04 20:00:00,1,29,20,5,6
2016-06-04 21:00:00,1,27,21,5,6
2016-06-04 22:00:00,1,29,22,5,6
2016-06-04 23:00:00,1,27,23,5,6
2016-06-05 00:00:00,1,27,0,6,6
2016-06-05 01:00:00,1,22,1,6,6
2016-06-05 02:00:00,1,18,2,6,6
2016-06-05 03:00:00,1,13,3,6,6
2016-06-05 04:00:00,1,12,4,6,6
2016-06-05 05:00:00,1,13,5,6,6
2016-06-05 06:00:00,1,11,6,6,6
2016-06-05 07:00:00,1,18,7,6,6
2016-06-05 08:00:00,1,20,8,6,6
2016-06-05 09:00:00,1,19,9,6,6
2016-06-05 10:00:00,1,28,10,6,6
2016-06-05 11:00:00,1,26,11,6,6
2016-06-05 12:00:00,1,25,12,6,6
2016-06-05 13:00:00,1,26,13,6,6
2016-06-05 14:00:00,1,27,14,6,6
2016-06-05 15:00:00,1,23,15,6,6
2016-06-05 16:00:00,1,28,16,6,6
2016-06-05 17:00:00,1,28,17,6,6
2016-06-05 18:00:00,1,30,18,6,6
2016-06-05 19:00:00,1,30,19,6,6
2016-06-05 20:00:00,1,32,20,6,6
2016-06-05 21:00:00,1,35,21,6,6
2016-06-05 22:00:00,1,32,22,6,6
2016-06-05 23:00:00,1,33,23,6,6
2016-06-06 00:00:00,1,30,0,0,6
2016-06-06 01:00:00,1,28,1,0,6
2016-06-06 02:00:00,1,26,2,0,6
2016-06-06 03:00:00,1,21,3,0,6
2016-06-06 04:00:00,1,19,4,0,6
2016-06-06 05:00:00,1,21,5,0,6
2016-06-06 06:00:00,1,20,6,0,6
2016-06-06 07:00:00,1,27,7,0,6
2016-06-06 08:00:00,1,33,8,0,6
2016-06-06 09:00:00,1,30,9,0,6
2016-06-06 10:00:00,1,52,10,0,6
2016-06-06 11:00:00,1,56,11,0,6
2016-06-06 12:00:00,1,57,12,0,6
2016-06-06 13:00:00,1,49,13,0,6
2016-06-06 14:00:00,1,56,14,0,6
2016-06-06 15:00:00,1,53,15,0,6
2016-06-06 16:00:00,1,48,16,0,6
2016-06-06 17:00:00,1,50,17,0,6
2016-06-06 18:00:00,1,53,18,0,6
2016-06-06 19:00:00,1,57,19,0,6
2016-06-06 20:00:00,1,50,20,0,6
2016-06-06 21:00:00,1,49,21,0,6
2016-06-06 22:00:00,1,45,22,0,6
2016-06-06 23:00:00,1,41,23,0,6
2016-06-07 00:00:00,1,39,0,1,6
2016-06-07 01:00:00,1,30,1,1,6
2016-06-07 02:00:00,1,31,2,1,6
2016-06-07 03:00:00,1,25,3,1,6
2016-06-07 04:00:00,1,23,4,1,6
2016-06-07 05:00:00,1,17,5,1,6
2016-06-07 06:00:00,1,22,6,1,6
2016-06-07 07:00:00,1,27,7,1,6
2016-06-07 08:00:00,1,26,8,1,6
2016-06-07 09:00:00,1,34,9,1,6
2016-06-07 10:00:00,1,42,10,1,6
2016-06-07 11:00:00,1,47,11,1,6
2016-06-07 12:00:00,1,54,12,1,6
2016-06-07 13:00:00,1,46,13,1,6
2016-06-07 14:00:00,1,52,14,1,6
2016-06-07 15:00:00,1,51,15,1,6
2016-06-07 16:00:00,1,53,16,1,6
2016-06-07 17:00:00,1,52,17,1,6
2016-06-07 18:00:00,1,58,18,1,6
2016-06-07 19:00:00,1,53,19,1,6
2016-06-07 20:00:00,1,54,20,1,6
2016-06-07 21:00:00,1,48,21,1,6
2016-06-07 22:00:00,1,46,22,1,6
2016-06-07 23:00:00,1,46,23,1,6
2016-06-08 00:00:00,1,42,0,2,6
2016-06-08 01:00:00,1,34,1,2,6
2016-06-08 02:00:00,1,30,2,2,6
2016-06-08 03:00:00,1,23,3,2,6
2016-06-08 04:00:00,1,19,4,2,6
2016-06-08 05:00:00,1,18,5,2,6
2016-06-08 06:00:00,1,22,6,2,6
2016-06-08 07:00:00,1,25,7,2,6
2016-06-08 08:00:00,1,29,8,2,6
2016-06-08 09:00:00,1,38,9,2,6
2016-06-08 10:00:00,1,53,10,2,6
2016-06-08 11:00:00,1,57,11,2,6
2016-06-08 12:00:00,1,59,12,2,6
2016-06-08 13:00:00,1,50,13,2,6
2016-06-08 14:00:00,1,60,14,2,6
2016-06-08 15:00:00,1,55,15,2,6
2016-06-08 16:00:00,1,53,16,2,6
2016-06-08 17:00:00,1,55,17,2,6
2016-06-08 18:00:00,1,51,18,2,6
2016-06-08 19:00:00,1,52,19,2,6
2016-06-08 20:00:00,1,52,20,2,6
2016-06-08 21:00:00,1,50,21,2,6
2016-06-08 22:00:00,1,47,22,2,6
2016-06-08 23:00:00,1,45,23,2,6
2016-06-09 00:00:00,1,35,0,3,6
2016-06-09 01:00:00,1,33,1,3,6
2016-06-09 02:00:00,1,32,2,3,6
2016-06-09 03:00:00,1,24,3,3,6
2016-06-09 04:00:00,1,17,4,3,6
2016-06-09 05:00:00,1,20,5,3,6
2016-06-09 06:00:00,1,20,6,3,6
2016-06-09 07:00:00,1,23,7,3,6
2016-06-09 08:00:00,1,28,8,3,6
2016-06-09 09:00:00,1,32,9,3,6
2016-06-09 10:00:00,1,44,10,3,6
2016-06-09 11:00:00,1,46,11,3,6
2016-06-09 12:00:00,1,50,12,3,6
2016-06-09 13:00:00,1,43,13,3,6
2016-06-09 14:00:00,1,52,14,3,6
2016-06-09 15:00:00,1,49,15,3,6
2016-06-09 16:00:00,1,53,16,3,6
2016-06-09 17:00:00,1,47,17,3,6
2016-06-09 18:00:00,1,49,18,3,6
2016-06-09 19:00:00,1,53,19,3,6
2016-06-09 20:00:00,1,50,20,3,6
2016-06-09 21:00:00,1,46,21,3,6
2016-06-09 22:00:00,1,42,22,3,6
2016-06-09 23:00:00,1,40,23,3,6
2016-06-10 00:00:00,1,39,0,4,6
2016-06-10 01:00:00,1,35,1,4,6
2016-06-10 02:00:00,1,29,2,4,6
2016-06-10 03:00:00,1,20,3,4,6
2016-06-10 04:00:00,1,22,4,4,6
2016-06-10 05:00:00,1,19,5,4,6
